"id";"artista";"musica";"generos";"genero_principal";"album";"key";"duracao";"popularidade";"acustico";"discurso";"vivacidade";"instrumentalidade";"energia";"tempo";"time_signature";"sonoridade";"dancabilidade";"valencia"
"1dp8aQANyTRKssDeAYPiZe";"Pusha T";"Scrape It Off (feat. Lil Uzi Vert & Don Toliver)";"alternative hip hop, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop, virginia hip hop";"Pop";"It's Almost Dry";"G";152612;64;0,484;0,345;0,114;7,83e-06;0,679;106,726;5;-3,702;0,594;0,66
"4F6YLjakjqWFTgC5qfEwPQ";"Juice WRLD";"Screw Juice";"chicago rap, melodic rap";"Rap";"Legends Never Die";"F";179464;63;0,082;0,0935;0,142;0;0,528;150,075;4;-7,371;0,595;0,515
"5hljqZrl0h7RcIhUnOPuve";"Arctic Monkeys";"Sculptures Of Anything Goes";"garage rock, modern rock, permanent wave, rock, sheffield indie";"Rock";"The Car";"E";239151;65;0,704;0,0287;0,102;0,0122;0,309;71,573;4;-11,087;0,591;0,257
"7gMWTBRgB5CZdNDSuweCyr";"Costa Gold";"Se Essa Bunda";"brazilian hip hop, trap brasileiro";"HipHop";"Se Essa Bunda";"Cs";249125;56;0,183;0,137;0,0363;0;0,595;120,009;4;-7,198;0,946;0,835
"3DFOVLmdOoxtpEFuJzkOuq";"João Gomes";"Se For Amor";"arrocha";"Arrocha";"Se For Amor";"B";239928;48;0,423;0,0322;0,332;1,84e-05;0,899;147,962;4;-4,402;0,667;0,835
"41pFFOnh1glVNIlrWOpBjb";"Brisa Star";"Se Joga no Passinho";"arrocha, forro";"Forro";"Se Joga no Passinho";"B";2e+05;57;0,391;0,0467;0,032;1,37e-05;0,83;168;4;-3,052;0,654;0,866
"6mDaKsBN1KHIBfeNXJwhZk";"Gera MX";"Se Me Olvidó";"mexican hip hop, rap conciencia, urbano mexicano";"HipHop";"Se Me Olvidó";"A";220300;67;0,522;0,0626;0,274;0;0,525;89,019;4;-8,089;0,794;0,611
"1m69ELEgE6k5ZWsap40ozt";"Ozuna";"Se Preparó";"puerto rican pop, reggaeton, trap latino, urbano latino";"Pop";"Odisea";"Cs";188080;73;0,222;0,0852;0,311;9,6e-06;0,821;171,077;4;-4,233;0,739;0,693
"1OJkKHmXsZVKtWlECdpDAe";"Alejandro Fernández";"Sé Que Te Duele";"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera, rock en espanol";"Rock";"Rompiendo Fronteras";"A";228146;69;0,24;0,0725;0,0967;0;0,855;94,984;4;-4,77;0,692;0,777
"11EnQRgRMJwMAesfkB5pnu";"Lele Pons";"Se Te Nota (with Guaynaa)";"latin pop, latin viral pop, viral pop";"Pop";"Se Te Nota (with Guaynaa)";"C";155825;66;0,0907;0,0664;0,266;0;0,686;103,013;4;-3,152;0,905;0,963
"35cOyocq8Gb6UcT0NWeTwn";"Mozzy";"Seasons (with Sjava & Reason)";"cali rap, pop rap, sacramento hip hop, southern hip hop, trap";"Pop";"Black Panther The Album Music From And Inspired By";"Cs";242293;50;0,28;0,326;0,158;0;0,554;126,694;4;-6,759;0,629;0,308
"1PnAx788sAvcI3ZxTlEyX8";"Justin Bieber";"Second Emotion (feat. Travis Scott)";"canadian pop, pop";"Pop";"Changes";"B";202720;54;0,0276;0,0567;0,095;2,87e-05;0,777;141,97;4;-6,112;0,796;0,96
"67lKDoCZbRCJDa4RT68eme";"21 Savage";"Secret (feat. Summer Walker)";"atl hip hop, rap";"HipHop";"Secret (feat. Summer Walker)";"F";210461;55;0,0893;0,178;0,0987;0,00011;0,496;130,061;4;-10,386;0,727;0,504
"6KHL1En9v6iNWjcs44mcmU";"Little Mix";"Secret Love Song (feat. Jason Derulo)";"dance pop, girl group, pop, post-teen pop, talent show, uk pop";"Pop";"Get Weird (Expanded Edition)";"A";249810;71;0,215;0,0479;0,277;0;0,614;92,972;4;-5,032;0,529;0,141
"5W83ErFkO3aKAIS1WMi6u0";"Anuel AA";"Secreto";"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino";"Reggaeton";"Secreto";"B";258800;70;0,602;0,126;0,136;0,00853;0,803;91,987;4;-4,156;0,807;0,706
"66W1rVTnEv86dIkFhoiElg";"Regard";"Secrets";"dance pop, edm, electro house, pop, pop dance, pop edm, slap house, tropical house";"Pop";"Secrets";"Fs";176766;66;0,0412;0,0373;0,195;0,000785;0,768;118,961;4;-5,386;0,848;0,777
"0NIC4unbe5KZOp1d9T7OaF";"Tiësto";"Secrets";"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house";"Pop";"Club Life, Vol. 4 - New York City";"B";250946;60;0,000329;0,0414;0,0857;0,0369;0,812;128,178;4;-7,585;0,648;0,122
"00NAQYOP4AmWR549nnYJZu";"The Weeknd";"Secrets";"canadian contemporary r&b, canadian pop, pop";"Pop";"Starboy";"C";265600;69;0,0155;0,0533;0,46;9,6e-06;0,771;109,945;4;-5,779;0,664;0,763
"1toRu029yjgrleWg2w3gNU";"Lorde";"Secrets from a Girl (Who's Seen it All)";"art pop, metropopolis, nz pop, pop";"Pop";"Solar Power";"E";218659;54;0,604;0,0441;0,122;1,48e-05;0,524;88,012;4;-9,485;0,669;0,574
"7gHZGXSJzM29WA384suYY2";"Lil Uzi Vert";"Secure The Bag";"melodic rap, philly rap, rap, trap";"Rap";"Eternal Atake";"C";238425;52;0,344;0,392;0,425;0;0,719;129,945;4;-4,485;0,803;0,549
"2JzZzZUQj3Qff7wapcbKjc";"Wiz Khalifa";"See You Again (feat. Charlie Puth)";"dance pop, hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap";"Pop";"See You Again (feat. Charlie Puth)";"As";229525;78;0,369;0,0815;0,0649;1,03e-06;0,481;80,025;4;-7,503;0,689;0,283
"7KA4W4McWYRpgf0fWsJZWB";"Tyler, The Creator";"See You Again (feat. Kali Uchis)";"hip hop, rap";"HipHop";"Flower Boy";"Fs";180386;80;0,371;0,0959;0,109;7,49e-06;0,559;78,558;4;-9,222;0,558;0,62
"65wnZsZLKJimfK1cTFOfa1";"Niall Horan";"Seeing Blind";"dance pop, neo mellow, pop, post-teen pop";"Pop";"Flicker (Deluxe)";"A";185280;61;0,0372;0,0371;0,105;0;0,555;93,973;4;-7,57;0,716;0,483
"1TZv3bujNaYz646eezRE91";"Nicki Minaj";"Seeing Green (with Drake & Lil Wayne)";"dance pop, hip pop, pop, queens hip hop, rap";"Pop";"Beam Me Up Scotty";"F";339506;62;0,0853;0,168;0,38;0;0,867;74,861;4;-2,876;0,573;0,231
"6eT2V7nKXyMf47TwPbtgAD";"SZA";"Seek & Destroy";"pop, r&b";"Pop";"SOS";"Cs";203733;79;0,437;0,0654;0,205;0,175;0,647;152,069;4;-5,415;0,651;0,345
"7tSO7DrrYpiMXX3zM4b3oM";"Tim Berg";"Seek Bromance - Avicii Vocal Edit";"edm, pop dance, progressive electro house";"Pop";"Seek Bromance";"Cs";200991;54;0,0896;0,044;0,0898;0;0,811;125,965;4;-2,524;0,49;0,547
"7xaqxUl08zOg0YNUHokQpq";"Miksu / Macloud";"Sehnsucht";"german hip hop";"HipHop";"Sehnsucht";"Fs";152826;68;0,642;0,0773;0,173;0;0,645;142,09;4;-7,069;0,804;0,912
"704LUEih663hiE3CnyUrFW";"KAROL G";"SEJODIOTO";"reggaeton, reggaeton colombiano, urbano latino";"Reggaeton";"SEJODIOTO";"Cs";181106;72;0,157;0,15;0,0748;0,000781;0,736;175,93;4;-3,969;0,822;0,679
"39JRmdKFka1Oe09FoOCPI4";"Kanye West";"Selah";"chicago rap, rap";"Rap";"JESUS IS KING";"A";164619;55;0,647;0,197;0,32;0,000859;0,618;90,076;3;-5,673;0,482;0,146
"29uWfSrklmIxzRIqFFK9jj";"Khalid";"Self";"pop, pop r&b";"Pop";"Self";"Cs";229960;49;0,44;0,333;0,101;0,759;0,693;143,98;4;-7,889;0,618;0,439
"5bJ1DrEM4hNCafcDd1oxHx";"Mac Miller";"Self Care";"hip hop, pittsburgh rap, rap";"HipHop";"Swimming";"Cs";345133;75;0,367;0,206;0,119;0,00187;0,538;141,894;4;-8,109;0,52;0,177
"5GUYJTQap5F3RDQiCOJhrS";"Frank Ocean";"Self Control";"hip hop, lgbtq+ hip hop, neo soul, pop";"Pop";"Blonde";"Gs";249667;71;0,768;0,0321;0,369;0;0,21;80,099;4;-10,426;0,581;0,452
"3Uvi9diL18dYSUc3vcKk0n";"Lil Yachty";"SELF MADE";"atl hip hop, melodic rap, rap, trap, viral rap";"HipHop";"Lil Boat 2";"C";112705;44;0,273;0,0717;0,156;0;0,497;134,154;4;-7,543;0,614;0,11
"4PV0uE5pZSh44E3NqNNDEH";"Madison Beer";"Selfish";"alt z, dance pop, pop, post-teen pop";"Pop";"Selfish";"A";223270;59;0,627;0,0279;0,386;0;0,461;75,217;4;-6,202;0,375;0,233
"2xbI8Vmyv3TkpTdywpPyNw";"PnB Rock";"Selfish";"melodic rap, pop, pop rap, rap, trap";"Pop";"GTTM: Goin Thru the Motions";"Cs";245604;66;0,114;0,0438;0,187;0;0,6;101,981;4;-5,84;0,638;0,0399
"6yHkPtl6UQ7RjtJLBPzbJw";"Future";"Selfish (feat. Rihanna)";"atl hip hop, rap, southern hip hop, trap";"HipHop";"HNDRXX";"Gs";251422;55;0,0303;0,0741;0,383;7,64e-06;0,369;95,746;4;-10,044;0,415;0,0913
"3XoflnowYPFRPOh3uFvHcm";"DJ Snake";"Selfish Love (with Selena Gomez)";"dance pop, edm, electronic trap, pop, pop dance, pop rap";"Pop";"Selfish Love (with Selena Gomez)";"F";168648;57;0,0206;0,102;0,0994;0,352;0,646;110,971;4;-7,973;0,723;0,443
"2t0wwvR15fc3K1ey8OiOaN";"The Strokes";"Selfless";"alternative rock, garage rock, modern rock, permanent wave, rock";"Rock";"The New Abnormal";"E";222093;67;0,191;0,0333;0,0889;0,00175;0,679;121,99;4;-4,297;0,538;0,0888
"2rUwQj4SWaP2anuGDtNpYR";"Bryson Tiller";"Self-Made";"kentucky hip hop, pop, r&b, rap, trap";"Pop";"True to Self";"G";167853;50;0,00304;0,0904;0,267;1,86e-05;0,702;143,001;4;-3,459;0,932;0,533
"0t7fVeEJxO2Xi4H2K5Svc9";"Adele";"Send My Love (To Your New Lover)";"british soul, pop, pop soul, uk pop";"Pop";"25";"Fs";223078;70;0,0355;0,0865;0,172;3,48e-06;0,533;164,069;4;-8,363;0,688;0,567
"4Wg7VfvO7NVG57R8cSPDQG";"Bastille";"Send Them Off!";"metropopolis, modern rock, pop, pop rock";"Rock";"Wild World (Complete Edition)";"As";200987;55;0,13;0,0529;0,255;0;0,807;99,989;4;-3,405;0,614;0,427
"0TK2YIli7K1leLovkQiNik";"Shawn Mendes";"Señorita";"canadian pop, dance pop, pop, viral pop";"Pop";"Señorita";"A";190960;76;0,037;0,0287;0,0945;0;0,54;116,947;4;-6,039;0,759;0,75
"5hcisvFMidkMJlElTO9Qmw";"Bad Bunny";"Sensualidad";"reggaeton, trap latino, urbano latino";"Reggaeton";"Sensualidad";"B";297485;69;0,423;0,0983;0,0962;0;0,681;140,006;4;-6,268;0,807;0,676
"2R9IrE42Mw4zdUXAEFNiZL";"Zé Felipe";"Senta Danada";"arrocha, arrochadeira";"Arrocha";"Senta Danada";"G";172621;61;0,251;0,0629;0,0674;0;0,743;166,043;4;-3,349;0,746;0,938
"4lKuzrdZrJuCAedbIslF3A";"PEDRO SAMPAIO";"SENTADÃO";"funk carioca, funk rj";"Funk";"SENTADÃO";"Fs";143448;57;0,178;0,0589;0,223;0;0,869;173,997;4;-1,94;0,68;0,924
"3sd2p4kE7xQmFH3lPnFl6h";"Davi Kneip";"sentaDONA (Remix) s2";"funk bh, funk carioca, funk consciente, funk mtg";"Funk";"sentaDONA (Remix) s2";"Ds";125245;69;0,252;0,273;0,128;4,19e-06;0,454;135,02;4;-3,533;0,925;0,771
"1MVQxVSWoaAYX1iA3KiLLt";"Damso";"SENTIMENTAL";"belgian hip hop, french hip hop, pop urbaine, rap belge, rap conscient";"Pop";"QALF infinity";"Gs";206720;53;0,317;0,114;0,0976;0,0398;0,487;98,974;4;-9,082;0,793;0,395
"6AQHdnPnoNoSpCJIO23KsX";"MC JottaPê";"Sentou e Gostou";"arrochadeira, funk carioca, funk paulista";"Funk";"Sentou e Gostou";"G";163200;50;0,289;0,392;0,0932;0,0016;0,68;149,384;4;-3,202;0,665;0,676
"1sKsYTGy8XfHjCYqcudqG5";"RM";"seoul (prod. HONNE)";"k-rap";"Rap";"mono.";"C";275954;62;0,344;0,0649;0,324;2,48e-05;0,664;99,829;4;-8,63;0,581;0,452
"0muK9BAzu2TJXQgWPsEj6e";"Journey";"Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix";"album rock, classic rock, hard rock, mellow gold, rock, soft rock";"Rock";"Separate Ways (Worlds Apart) [Bryce Miller/Alloy Tracks Remix]";"D";165074;62;0,0115;0,044;0,163;0,0134;0,569;129,992;4;-9,274;0,43;0,0668
"3Uw2se3aQU1UFrpRBvBnB4";"Kid Cudi";"Sept. 16";"hip hop, ohio hip hop, rap";"HipHop";"Man On The Moon III: The Chosen";"E";249040;50;0,764;0,0338;0,137;0,114;0,645;140,987;4;-7,214;0,646;0,473
"2grjqo0Frpf2okIBiifQKs";"Earth, Wind & Fire";"September";"disco, funk, jazz funk, quiet storm, soul";"Soul";"The Best Of Earth, Wind & Fire Vol. 1";"A";215093;78;0,168;0,0298;0,269;0,00131;0,832;125,926;4;-7,264;0,697;0,979
"5eGX87IiKsGuzS3iw4CfCX";"Taylor Swift";"September - Recorded at The Tracking Room Nashville";"pop";"Pop";"Spotify Singles";"Fs";187823;54;0,412;0,0239;0,179;0,00121;0,444;107,081;4;-6,482;0,641;0,588
"0zbzrhfVS9S2TszW3wLQZ7";"JP Cooper";"September Song";"dance pop, neo mellow, pop, tropical house, uk pop";"Pop";"Raised Under Grey Skies (Deluxe)";"C";220290;66;0,054;0,0444;0,0921;0;0,615;95,941;4;-6,7;0,614;0,374
"5sgvzXoYFCr5F5tUZdAA20";"RBD";"Ser O Parecer";"latin pop";"Pop";"Celestial";"Cs";211466;67;0,263;0,14;0,2;0;0,88;176,028;4;-3,747;0,605;0,908
"1dS4l6xmdgEhCZTAhdOm4N";"BTS";"Serendipity - Full Length Edition";"k-pop, k-pop boy group";"Pop";"Love Yourself 結 'Answer'";"Gs";276707;68;0,443;0,0548;0,231;0;0,578;128,921;4;-7,524;0,422;0,227
"58QylZ1gN0HbU0LxGQ8Eqm";"Sfera Ebbasta";"Serpenti A Sonagli";"italian hip hop, italian pop, trap italiana, trap latino";"Pop";"Rockstar (International Version)";"F";194173;37;0,182;0,063;0,113;0;0,613;150,04;4;-5,998;0,68;0,282
"73CMRj62VK8nUS4ezD2wvi";"Adele";"Set Fire to the Rain";"british soul, pop, pop soul, uk pop";"Pop";"21";"D";242973;77;0,00408;0,0249;0,112;1,68e-06;0,67;107,993;4;-3,882;0,603;0,446
"634enyZhLpXIvwqCPQr3Lt";"Rae Sremmurd";"Set The Roof";"hip hop, melodic rap, mississippi hip hop, pop rap, rap, southern hip hop, trap, viral rap";"Pop";"SremmLife 2 (Deluxe)";"Cs";205413;41;0,0512;0,227;0,115;0;0,467;96,983;4;-7,42;0,885;0,232
"2PC9Tl8SWVO2yhDDtJcrAi";"The Chainsmokers";"Setting Fires";"dance pop, edm, electropop, pop, pop dance, tropical house";"Pop";"Collage EP";"Gs";247426;50;0,017;0,0375;0,261;0;0,717;105,039;4;-5,751;0,626;0,56
"6KJqZcs9XDgVck7Lg9QOTC";"Taylor Swift";"seven";"pop";"Pop";"folklore";"E";208906;66;0,9;0,0274;0,091;2,7e-05;0,488;94,926;4;-10,769;0,596;0,415
"6j0teRL3WdExzqmy334sh5";"Lil Uzi Vert";"Seven Million (feat. Future)";"melodic rap, philly rap, rap, trap";"Rap";"The Perfect LUV Tape";"Cs";182491;56;0,051;0,306;0,121;7,66e-06;0,629;158,002;4;-4,404;0,886;0,487
"3dPQuX8Gs42Y7b454ybpMR";"The White Stripes";"Seven Nation Army";"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock";"Rock";"Elephant";"E";232106;80;0,0039;0,0683;0,337;0,118;0,446;123,596;4;-7,807;0,743;0,278
"7iyKbBjb2fmTnTfCjCh7ER";"Troye Sivan";"Seventeen";"australian pop, dance pop, pop, viral pop";"Pop";"Bloom";"E";218350;49;0,165;0,0442;0,319;4,35e-05;0,743;118,913;4;-7,25;0,612;0,347
"4CGGIk81BvfCZiscwFP6t0";"Cheat Codes";"Sex";"dance pop, edm, electro house, electropop, pop, pop dance, pop edm, post-teen pop, tropical house";"Pop";"Sex";"C";228361;56;0,00451;0,171;0,138;0;0,692;102,42;4;-5,825;0,51;0,209
"15f16lrsDzFeNpHYBTzHLI";"Rammstein";"Sex";"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte";"Rock";"Rammstein";"Gs";236529;54;0,000561;0,0604;0,156;0,00175;0,93;123,018;4;-3,97;0,608;0,432
"0PEwVF6TStGXMTnQMAk9kl";"Apache 207";"Sex mit dir";"german hip hop";"HipHop";"Platte";"Cs";173200;57;0,375;0,0605;0,0965;0,0372;0,559;119,951;4;-7,182;0,845;0,43
"0ntQJM78wzOLVeCUAW7Y45";"Kings of Leon";"Sex on Fire";"modern rock, rock";"Rock";"Only By The Night";"A";203346;77;0,00172;0,054;0,136;0,0104;0,905;153,398;4;-5,653;0,542;0,374
"7BiELrM90hRxpozaIXbsLw";"Rihanna";"Sex With Me";"barbadian pop, dance pop, pop, urban contemporary";"Pop";"ANTI (Deluxe)";"Cs";206400;69;0,294;0,0424;0,0948;0;0,532;112,049;4;-5,668;0,58;0,39
"0H1Had94fszD13qsFsP1U5";"Lil Peep";"Sex with My Ex";"emo rap, lgbtq+ hip hop";"HipHop";"Come Over When You're Sober, Pt. 2";"Fs";213640;63;0,0472;0,0757;0,102;0;0,77;167,892;4;-4,298;0,497;0,47
"1lV3QHHMAQt0Kc1ioZq2MP";"Rauw Alejandro";"Sexo Virtual";"puerto rican pop, trap latino, urbano latino";"Pop";"VICE VERSA";"Gs";208291;69;0,328;0,112;0,0856;1,93e-05;0,739;179,879;4;-3,286;0,704;0,425
"5fKBwqSTuCbnJlCOpeRa3o";"NEIKED";"Sexual";"dance pop, edm, pop, pop dance, scandipop, tropical house";"Pop";"Sexual";"D";188888;61;0,0692;0,0651;0,0705;0;0,567;108,024;4;-7,503;0,797;0,843
"7s1upm7yr7ZjrzXMwHawtG";"Marvin Gaye";"Sexual Healing - Kygo Remix";"classic soul, funk, motown, northern soul, quiet storm, soul";"Soul";"Sexual Healing (Kygo Remix)";"C";368316;59;0,321;0,0427;0,0431;0,0211;0,68;100,987;4;-7,196;0,689;0,646
"5TMNeiiTMGnj3IT9CYGkg7";"Demi Lovato";"Sexy Dirty Love";"dance pop, pop, post-teen pop";"Pop";"Tell Me You Love Me";"E";213173;42;0,000965;0,249;0,0545;2,19e-05;0,748;105,124;4;-4,448;0,59;0,831
"1XkMxUilV0E3ChDERZJUEq";"Balming Tiger";"SEXY NUKIM (feat. RM of BTS)";"k-rap";"Rap";"SEXY NUKIM (feat. RM of BTS)";"Cs";229937;68;0,00219;0,116;0,371;0,214;0,71;93,995;4;-5,729;0,747;0,426
"6IPNp9PfaEqrzotY47TIWy";"DJ Snake";"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)";"dance pop, edm, electronic trap, pop, pop dance, pop rap";"Pop";"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)";"Fs";225600;70;0,00406;0,0491;0,0904;0,00313;0,837;100,015;4;-2,807;0,8;0,702
"4fUKE8EULjQdHF4zb0M8FO";"The Beatles";"Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009";"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock";"Rock";"Sgt. Pepper's Lonely Hearts Club Band (Remastered)";"G";122893;57;0,0857;0,0734;0,797;0,00225;0,673;95,513;4;-9,115;0,451;0,583
"0OYcEfskah1egYHjYRvbg1";"Linkin Park";"Shadow of the Day";"alternative metal, nu metal, post-grunge, rap metal";"Metal";"Minutes to Midnight";"B";290360;63;0,00479;0,0292;0,107;0,0107;0,393;110,007;4;-7,813;0,534;0,0641
"0cqRj7pUJDkTCEsJkx8snD";"Taylor Swift";"Shake It Off";"pop";"Pop";"1989 (Deluxe)";"G";219200;78;0,0647;0,165;0,334;0;0,8;160,078;4;-5,384;0,647;0,942
"2IXr7fUGgiT3o2GHowLPju";"Us The Duo";"Shake It Off";"folk-pop, indiecoustica, neo mellow, viral pop";"Pop";"Shake It Off";"G";189231;38;0,699;0,0361;0,482;1,46e-06;0,382;155,364;4;-6,108;0,475;0,274
"6yz0Jndhv0QjKdpcEMbOjz";"Trippie Redd";"Shake It Up";"melodic rap, rap, trap";"Rap";"LIFE'S A TRIP";"As";116680;59;0,128;0,104;0,0932;0;0,608;156,025;4;-6,478;0,776;0,402
"1NghHeg0wE32eBYrQBVQXL";"Train";"Shake Up Christmas";"dance pop, neo mellow, pop, pop rock";"Rock";"Save Me, San Francisco (Golden Gate Edition)";"C";232213;61;0,0031;0,0654;0,337;0;0,831;81,531;4;-2,187;0,458;0,572
"4nrPB8O7Y7wsOCJdgXkthe";"Bizarrap";"Shakira: Bzrp Music Sessions, Vol. 53";"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino";"Pop";"Shakira: Bzrp Music Sessions, Vol. 53";"D";214945;96;0,274;0,0493;0,0915;0;0,632;122,104;4;-5,6;0,778;0,498
"7gcMKL3lnDxsp4bIXyv6Zk";"Daddy Yankee";"Shaky Shaky";"latin hip hop, reggaeton, urbano latino";"HipHop";"Shaky Shaky";"Fs";234320;59;0,076;0,292;0,0631;0;0,626;88,007;4;-4,228;0,899;0,873
"2VxeLyX666F8uXCJ0dZF8B";"Lady Gaga";"Shallow";"art pop, dance pop, pop";"Pop";"A Star Is Born Soundtrack";"G";215733;81;0,371;0,0308;0,231;0;0,385;95,799;4;-6,362;0,572;0,323
"2ogKhhoMClkFXek7ZgxAhN";"Camila Cabello";"Shameless";"dance pop, pop, post-teen pop";"Pop";"Romance";"E";219742;72;0,0197;0,0589;0,174;5,31e-05;0,651;129,607;4;-5,437;0,377;0,0851
"6C6fHTuFUxVtJpBOOaMvJr";"The Weeknd";"Shameless";"canadian contemporary r&b, canadian pop, pop";"Pop";"Beauty Behind The Madness";"Fs";253506;63;0,147;0,027;0,109;0;0,563;100,06;4;-8,313;0,603;0,234
"7qiZfU4dY1lWllzX7mPBI3";"Ed Sheeran";"Shape of You";"pop, uk pop";"Pop";"÷ (Deluxe)";"Cs";233712;82;0,581;0,0802;0,0931;0;0,652;95,977;4;-3,183;0,825;0,931
"5ULRlgiSPSKTaJN1vU9yso";"Ed Sheeran";"Shape of You - Acoustic";"pop, uk pop";"Pop";"Shape of You (Acoustic)";"Gs";223573;58;0,49;0,103;0,125;0;0,4;100,728;4;-5,576;0,843;0,927
"5H7CwzYZ60e7w69tX4ivQN";"Ed Sheeran";"Shape of You - Galantis Remix";"pop, uk pop";"Pop";"Shape of You (Galantis Remix)";"Cs";195988;45;0,0514;0,0462;0,0297;0,00021;0,765;100,021;4;-2,332;0,838;0,905
"2NHSYwGkAvPHzCinY0KwXo";"Ed Sheeran";"Shape of You - Stormzy Remix";"pop, uk pop";"Pop";"Shape of You (Stormzy Remix)";"Cs";231260;49;0,595;0,202;0,203;0;0,674;127,656;3;-3,007;0,609;0,789
"44l9nnCVvOQBbWG6tDViKl";"Lukas Graham";"Share That Love (feat. G-Eazy)";"danish pop, pop, scandipop";"Pop";"Share That Love (feat. G-Eazy)";"B";172398;56;0,162;0,106;0,0742;0;0,658;158,024;4;-4,304;0,715;0,795
"3J4VKkUpLvomXJbn9ZAypO";"Meek Mill";"Sharing Locations (feat. Lil Baby & Lil Durk)";"hip hop, philly rap, pop rap, rap, southern hip hop, trap";"Pop";"Sharing Locations (feat. Lil Baby & Lil Durk)";"Cs";161052;64;0,00383;0,0385;0,139;0;0,63;151,951;4;-5,585;0,681;0,183
"0TyUOnU4H4GLqOcrH0auc8";"Imagine Dragons";"Sharks";"modern rock, rock";"Rock";"Sharks";"As";190883;75;0,00791;0,0657;0,279;3,62e-05;0,642;123,969;4;-4,466;0,927;0,901
"6c0I7CfL9ziGZN8yYkLppP";"Linkin Park";"Sharp Edges";"alternative metal, nu metal, post-grunge, rap metal";"Metal";"One More Light";"C";178200;53;0,145;0,0562;0,154;0;0,714;112,029;4;-5,678;0,652;0,624
"6SQLk9HSNketfgs2AyIiMs";"Harry Styles";"She";"pop";"Pop";"Fine Line";"C";362653;70;0,000532;0,0272;0,19;0,371;0,521;140,026;3;-5,942;0,535;0,457
"48qaQk75LoWs5qgsZgbkA5";"ZAYN";"sHe";"dance pop, pop, post-teen pop, uk pop";"Pop";"Mind Of Mine (Deluxe Edition)";"Gs";189960;51;0,0461;0,0765;0,117;0;0,532;91,245;4;-7,349;0,555;0,668
"0CfmNX2TXk7yoJqHJiixnp";"Cardi B";"She Bad";"dance pop, pop, rap";"Pop";"Invasion of Privacy";"As";230952;53;0,0183;0,266;0,0963;0;0,504;159,949;4;-7,864;0,791;0,355
"11LguGpEjOklkNQr70nrHQ";"Linkin Park";"She Couldn't";"alternative metal, nu metal, post-grunge, rap metal";"Metal";"She Couldn't";"Fs";305847;41;0,0614;0,0462;0,126;0,725;0,734;97,997;4;-5,848;0,664;0,864
"4MaOXwqSgiwgngbeYePmu8";"ZAYN";"SHE DON'T LOVE ME";"dance pop, pop, post-teen pop, uk pop";"Pop";"Mind Of Mine (Deluxe Edition)";"Cs";255040;47;0,117;0,0278;0,0888;0;0,396;102,028;4;-8,229;0,677;0,242
"5oeKHrUHPT4lUKrDRVlWNp";"Takeoff";"She Gon Wink";"atl hip hop, rap, southern hip hop, trap";"HipHop";"The Last Rocket";"Cs";216214;50;0,102;0,0865;0,189;0;0,736;140,994;4;-6,157;0,753;0,272
"19n68Fcyr7LCfDCKdscjLI";"Luca Hänni";"She Got Me";"german pop";"Pop";"She Got Me";"B";180816;39;0,0577;0,0516;0,0796;1,01e-05;0,755;97,045;4;-5,896;0,663;0,479
"36lO0n3hzVK9zJONfSdmKC";"Ne-Yo";"She Knows";"dance pop, pop, urban contemporary";"Pop";"Non-Fiction (Deluxe)";"Gs";214725;60;0,0262;0,0326;0,585;0;0,572;139,977;4;-5,799;0,705;0,574
"0Fs9cdPDhptWEDJmiCbkEW";"J. Cole";"She Knows (feat. Amber Coffman & Cults)";"conscious hip hop, hip hop, north carolina hip hop, rap";"HipHop";"Born Sinner (Deluxe Version)";"Cs";296520;77;0,0193;0,0807;0,229;0,0784;0,74;118,008;4;-10,363;0,766;0,183
"1xzUQMiCoY5pdego0pHMeV";"Kid Cudi";"She Knows This";"hip hop, ohio hip hop, rap";"HipHop";"Man On The Moon III: The Chosen";"Fs";216560;53;0,162;0,0889;0,393;0;0,724;165,945;4;-7,607;0,39;0,312
"4z6mZWFgBZd07926K61Mi8";"Arctic Monkeys";"She Looks Like Fun";"garage rock, modern rock, permanent wave, rock, sheffield indie";"Rock";"Tranquility Base Hotel & Casino";"C";182560;45;0,00944;0,0388;0,387;0,00326;0,773;103,943;4;-3,754;0,514;0,445
"1CQ2cMfrmFM1YdfmjENKVE";"5 Seconds of Summer";"She Looks So Perfect";"boy band, dance pop, pop, post-teen pop";"Pop";"5 Seconds Of Summer";"A";202496;69;0,000569;0,132;0,327;0;0,951;160,025;4;-4,237;0,494;0,441
